wdid,name,wdLabel,gender,dob,dobPrecision,source,pid,position,psid
Q4735334,Alphons Kannanthanam,Alphons Kannanthanam,male,1953-08-08T00:00:00Z,11,,Q6866398,Minister of Tourism,Q4735334-7d372963-43b8-b2c6-9221-ab96a37bc2c9
Q4746875,Amit Shah,Amit Shah,male,1964-10-22T00:00:00Z,11,,Q108559581,Minister of Co-operation,Q4746875-DDDD2B21-2A26-4EEB-B7DD-7A2E20D460D4
Q4746875,Amit Shah,Amit Shah,male,1964-10-22T00:00:00Z,11,,Q3440901,Minister of Home Affairs,Q4746875-381BB8D0-9382-43B3-ABFD-A3FC65044883
Q3532853,G. K. Vasan,G. K. Vasan,male,1964-12-28T00:00:00Z,11,,Q6866034,Minister of Agriculture,Q3532853-541687CD-44BF-4F25-BF50-9539CD84BD5A
Q16193764,Jagat Prakash Nadda,Jagat Prakash Nadda,male,1960-12-02T00:00:00Z,11,,Q17073489,Minister of Health and Family Welfare,Q16193764-bcb7977e-4fb8-f66d-c1ce-eb476ab9a32d
Q6298726,Jual Oram,Jual Oram,male,1961-03-22T00:00:00Z,11,,Q6866408,Minister of Tribal Affairs,Q6298726-58c27d09-4531-3a41-989f-6097d55696e1
Q6416636,Kishore Chandra Deo,Kishore Chandra Deo,male,1947-02-15T00:00:00Z,11,,Q6866408,Minister of Tribal Affairs,Q6416636-f41bb5b3-4c2d-e29d-a157-66f44da90628
Q3764667,Muppavarapu Venkaiah Naidu,Muppavarapu Venkaiah Naidu,male,1949-07-01T00:00:00Z,11,,Q6866188,Minister of Housing and Urban Poverty Alleviation,Q3764667-8c66dac8-4ac2-72cd-e9f5-e0af655d627b
Q1058,Narendra Modi,Narendra Modi,male,1950-09-17T00:00:00Z,11,,Q192711,Prime minister of India,Q1058-ddad0908-4e1d-35fb-5013-ab40b9934572
Q6965799,Narendra Singh Tomar,Narendra Singh Tomar,male,1957-06-12T00:00:00Z,11,,Q16874648,Minister of Rural Development,Q6965799-1e06ce8b-4c8f-4765-2011-0106bd654487
Q7040049,Nirmala Sitaraman,Nirmala Sitaraman,female,1959-08-18T00:00:00Z,11,,Q1416501,Minister of Finance,Q7040049-22ac3e8a-4f5f-e0c4-d1c9-439631b1d763
Q3504520,Nitin Gadkari,Nitin Gadkari,male,1957-05-27T00:00:00Z,11,,Q16875646,Minister of Shipping (India),Q3504520-338ce785-4cc6-357c-60ea-2b65aed963fc
Q7199798,Piyush Goyal,Piyush Goyal,male,1964-06-13T00:00:00Z,11,,Q18128069,Minister of Coal,Q7199798-5b7f85b4-4bcf-f2d5-6267-08b38683c514
Q7199798,Piyush Goyal,Piyush Goyal,male,1964-06-13T00:00:00Z,11,,Q6866301,Minister of Railways,Q7199798-9ce39221-46df-4803-98ee-8117a5060793
Q7238178,Prakash Javadekar,Prakash Javadekar,male,1951-01-30T00:00:00Z,11,,Q12454125,Minister of Human Resource Development,Q7238178-b004cd9d-46a3-73af-ca96-eda2e0e907ea
Q3506475,Rajnath Singh,Rajnath Singh,male,1951-07-10T00:00:00Z,11,,Q3533315,Minister of Defence of India,Q3506475-a8e9b70b-48a0-30c3-70b2-75bf8335bafe
Q7546539,Smriti Irani,Smriti Irani,female,1976-03-23T00:00:00Z,11,,Q6866396,Minister of Textiles,Q7546539-1a48e0ab-4c6d-3440-6a0e-e8538f2bef7e
Q16186720,Subrahmanyam Jaishankar,Subrahmanyam Jaishankar,male,1955-01-09T00:00:00Z,11,,Q313465,Minister of External Affairs,Q16186720-97dbad93-4f50-c52a-675e-c466e4c1f946
Q7645772,Suresh Prabhu,Suresh Prabhu,male,1953-07-11T00:00:00Z,11,,Q6866058,Minister of Commerce and Industry,Q7645772-a95bb801-448f-12a3-7c34-16ff1a93ff8e
Q3109128,Uma Bharti,Uma Bharti,female,1959-05-03T00:00:00Z,11,,Q16934521,Minister of Water Resources,Q3109128-D7E1A8A1-9820-47B7-BEBA-2EF5C828F0CB
