item,itemLabel,startDate,endDate
Q7917880,Ved Prakash Malik,1997-10-01,2000-09-30
Q7639245,Sundararajan Padmanabhan,2000-10-01,2002-12-31
Q7039992,Nirmal Chander Vij,2003-01-01,2005-01-31
Q1895936,Joginder Jaswant Singh,2005-02-01,2007-09-30
Q5250509,Deepak Kapoor,2007-10-01,2010-03-31
Q7929176,Vijay Kumar Singh,2010-04-01,2012-05-31
Q2354992,Bikram Singh,2012-06-01,2014-07-31
Q16728340,Dalbir Singh Suhag,2014-08-01,2016-12-31
Q4915447,Bipin Rawat,2016-12-31,2019-12-31
Q44633840,Manoj Mukund Naravane,2019-12-31,2022-04-30
Q96316938,Manoj Pande,2022-04-30,
