item,itemLabel,startDate,endDate,sourceDate,psid
Q7285739,Rajani Rai,1998-04-23,2002-07-29,,Q7285739-48F80798-FA86-4596-86DE-431DEB1000C4
Q1740296,K. R. Malkani,2002-07-31,2003-10-27,,Q1740296-1285545C-0CB3-490F-82C4-6A09A9D9A0DE
Q7117515,P. S. Ramamohan Rao,2003-10-27,2004-01-05,,Q7117515-49938FF5-F3ED-496A-81B2-E83427DDED30
Q6958765,Nagendra Nath Jha,2004-01-05,2004-07-06,,Q6958765-97636AB6-A943-4B76-87A3-69981E5FB996
Q6726424,Madan Mohan Lakhera,2004-07-07,2006-07-18,,Q6726424-339ADEA2-55BC-46D8-80FF-79D41D399626
Q5989347,Mukut Mithi,2006-07-19,2008-03-12,,Q5989347-9496A729-9D47-4B63-AB5F-A455BDF05EEC
Q1898823,Bhopinder Singh,2008-03-15,2008-07-22,,Q1898823-9AA2452D-8029-4EE4-A900-8959F9F8CC87
Q5589856,Govind Singh Gurjar,2008-07-23,2009-04-06,,Q5589856-9EE1A9D6-5255-4E01-B531-8282891BA6C1
Q3534319,Surjit Singh Barnala,2009-04-09,2009-07-27,,Q3534319-14EA1A60-D143-4EA7-ACE2-2A2E02E891A3
Q1898953,Iqbal Singh,2009-07-27,2013-07-09,,Q1898953-EFD258D7-2E45-421A-85E6-28D65B69E0CC
Q13590733,Virendra Kataria,2013-07-10,2014-07-11,,Q13590733-53249A7A-BAFF-412E-B67B-2FDD4F46B4F3
Q13607928,A. K. Singh,2014-07-12,2016-05-26,,Q13607928-DB92F315-42C6-405F-BE1E-ED076D9AFE19
Q2722085,Kiran Bedi,2016-05-28,2021-02-16,,Q2722085-2737B00E-25B5-4307-BF73-978AAD198E97
Q17198781,Tamilisai Soundararajan,2021-02-18,,,Q17198781-6F22C6BA-4D60-4AC6-A68B-284BB16AE2AB
