item,itemLabel,startDate,endDate,psid
Q16730581,Vijai Kapoor,1998-04-20,2004-06-09,Q16730581-6E352222-2BA8-4040-8B88-D119207B48EA
Q1898542,Banwari Lal Joshi,2004-06-09,2007-04-09,Q1898542-EE046523-7621-49ED-B5D7-3D9300FA39A2
Q1898849,Tejendra Khanna,1997-01-04,1998-04-20,Q1898849-720032BD-75AD-40DA-A18F-DBDE8DFBB6CF
Q1898849,Tejendra Khanna,2007-04-09,2013-07-09,Q1898849-8FD5B3D5-F686-400C-8FAA-52220A0E979F
Q28086313,Anil Baijal,2016-12-31,,Q28086313-BFB84CBE-0D98-4362-89B8-05D40B8892F1
Q4683078,Aditya Nath Jha,1966-11-07,1972-01-19,Q4683078-E6CBA450-FCDC-4C98-BDC6-3FA8E9071DE1
Q5924734,Jagmohan,1980-02-17,1981-03-30,Q5924734-89710A3E-FFB2-4603-B4D4-CD54E6E10841
Q5924734,Jagmohan,1982-09-02,1984-04-25,Q5924734-9B598623-E308-475A-812F-010CEBB29174
Q6959958,Najeeb Jung,2013-07-09,2016-12-22,Q6959958-dbed771d-4853-51a7-c166-9c765b1b1665
Q7363169,Romesh Bhandari,1988-08,1989-12,Q7363169-DE8D6FF2-B37F-4FF6-A48F-029B63A2D530
Q7639211,Sundar Lal Khurana,1981-03-30,1982-09-02,Q7639211-5FE28D80-D937-4D33-90CA-B8D21BC77EFA
